"conversation_id_str,""cre";ated;_at;""",""favori";te_cou;"nt"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";label
"1850681539597619399,""Sun";Oct;27;23:30:37;0;"2024"",""0"",""Chelsea 2022/23 trenches season never started this poor. The mistake we made was sacking Tuchel and finished 12th that seaon. So Manchester United needs to learn from our mistakes and keep Erik Ten Hag while trusting the process. Rome was never built in a day."",""1850681539597619399"","""","""",""en"",""Nigeria"",""0"",""0"",""0"",""https://x.com/CFC_Luminarian/status/1850681539597619399"",""1769197727429152769"",""CFC_Luminarian""";no-hate
"1850681384660279484,""Sun";Oct;27;23:30:00;0;"2024"",""0"",""Erik ten Hag in 2022: I admire them both Man City and Liverpool. But eras come to an end. "",""1850681384660279484"","""","""",""en"",""Gunung Kawi"",""0"",""1"",""0"",""https://x.com/ckjrn/status/1850681384660279484"",""441466903"",""ckjrn""";no-hate
"1850680845427736655,""Sun";Oct;27;23:27:52;0;"2024"",""0"",""Erik Ten hag shouldn't even bother going to Carrington by morning"",""1850680845427736655"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/UTDRashford10/status/1850680845427736655"",""1802312374583513090"",""UTDRashford10""";hate
"1850680396565848536,""Sun";Oct;27;23:26:05;0;"2024"",""1"",""I swear Erik Ten Hag's Man Utd cannot scrap 40 points this season. We're literally heading for a relegation battle. That's exactly what it is"",""1850680396565848536"","""","""",""en"",""North Side"",""0"",""1"",""0"",""https://x.com/BigBem_/status/1850680396565848536"",""758645684644016128"",""BigBem_""";hate
"1850679132881031252,""Sun";Oct;27;23:21:03;0;"2024"",""12"",""️ Gary Neville: It s getting to that point where it ll become unbearable the pressure in this next week or two around Erik ten Hag. Just purely the position in the league they are 14th. Man United I mean it s Manchester United. He can t be 14th in the league. He can be https://t.co/bcDUXlNB0D"",""1850679132881031252"",""https://pbs.twimg.com/media/Ga7uxOEXQAEakDI.jpg"","""",""en"",""Old Trafford"",""0"",""1"",""3"",""https://x.com/TheUTDHQ/status/1850679132881031252"",""1830644713096966150"",""TheUTDHQ""";hate
"1850678637764182416,""Sun";Oct;27;23:19:05;0;"2024"",""8"",""Erik ten Hag: Football is not always the best team winning. Today it s very obvious &amp";no-hate
"1850678384361107790,""Sun";Oct;27;23:18:05;0;"2024"",""3"",""I just watched a video where someone said they should jail Erik ten hag this people too do abeg"",""1850678384361107790"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/darmiesuzie/status/1850678384361107790"",""1110841473510055936"",""darmiesuzie""";hate
"1850627069324972265,""Sun";Oct;27;23:17:21;0;"2024"",""1"",""@Mind_Marcel Nope hell no . Erik Ten Hag is the man we need patience as a fanbase . Klopp took 8 years to win the league Arteta took time also . Give him time"",""1850678199686156549"","""",""Mind_Marcel"",""en"","""",""0"",""0"",""0"",""https://x.com/bulaboy18/status/1850678199686156549"",""29324539"",""bulaboy18""";no-hate
"1850581225486037001,""Sun";Oct;27;23:17:03;0;"2024"",""0"",""@YazYk96 @UtdEra_ Erik ten hag brought his former players and was being beaten any how.Slot just signed one player who s even injured and you think he d end up like ETH"",""1850678123676783081"","""",""YazYk96"",""en"",""Accra, Ghana"",""0"",""1"",""0"",""https://x.com/__jonasss/status/1850678123676783081"",""416204777"",""__jonasss""";no-hate
"1850677796697149938,""Sun";Oct;27;23:15:45;0;"2024"",""2"",""Have a good night rest to the lovers of @D_DeGea and those who want Erik ten Hag sacked."",""1850677796697149938"","""","""",""en"",""Abuja, Nigeria "",""0"",""0"",""0"",""https://x.com/SammyDavid43/status/1850677796697149938"",""1023545659910250497"",""SammyDavid43""";hate
"1850676590771941824,""Sun";Oct;27;23:10:57;0;"2024"",""0"",""This is Erik Ten Hag his beautiful wife and lovely daughter. Before you ask for his sacking think about his family. How do you want him to put food on their table. Erik Ten Hag must stay. #TenHagIn. Copied! https://t.co/Vp2c5p53UU"",""1850676590771941824"",""https://pbs.twimg.com/media/Ga7sjSEWgAEJ_HM.jpg"","""",""en"",""Road To Stamford, England"",""0"",""0"",""0"",""https://x.com/adetayo7192/status/1850676590771941824"",""1689508724140920833"",""adetayo7192""";no-hate
"1850675598227574840,""Sun";Oct;27;23:07:01;0;"2024"",""1"",""It's not about Erik Ten Hag.I think player don't like the Club and only Sign for the Money.They lose every game on purpose."",""1850675598227574840"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/ezekiel26324140/status/1850675598227574840"",""1443492980707442695"",""ezekiel26324140""";no-hate
"1850675027911295077,""Sun";Oct;27;23:04:45;0;"2024"",""2"",""For all those arguing ten Hag is only 7 points from top 4 Erik ten Hag is currently year 3 as close to the top 4 as he is to relegation (7 points in either direction) with a -3 GD after a season where he finished 8th. Doesn't exactly scream 'I need more time.' #MUFC #tenHag https://t.co/VH79AQD44R"",""1850675027911295077"",""https://pbs.twimg.com/media/Ga7qLLKWsAA910D.png"","""",""en"",""""""In this football world, you never know"""""",""0"",""0"",""0"",""https://x.com/LVGsLegacy/status/1850675027911295077"",""1009602814614622209"",""LVGsLegacy""";no-hate
"1850674545776329025,""Sun";Oct;27;23:02:50;0;"2024"",""0"",""Gary Neville: It s getting to that point where the pressure will become unbearable in this next week or two around Erik ten Hag. [skysports] #MUFC https://t.co/LxM8pfECbV"",""1850674545776329025"",""https://pbs.twimg.com/media/Ga7p_VybUAEG5cd.jpg"","""",""en"",""Manchester "",""0"",""0"",""0"",""https://x.com/aeroplane_papi/status/1850674545776329025"",""1577702281708986373"",""aeroplane_papi""";no-hate
"1850674359850995767,""Sun";Oct;27;23:02:05;0;"2024"",""0"",""The fact that I so badly want Erik Ten Hag to succeed https://t.co/cWrwrXwvM6"",""1850674359850995767"",""https://pbs.twimg.com/media/Ga7qhYoXAAAM5rH.jpg"","""",""en"",""Windhoek"",""0"",""0"",""0"",""https://x.com/nyce_dave_na/status/1850674359850995767"",""1199718613667778562"",""nyce_dave_na""";no-hate
"1850672620007833790,""Sun";Oct;27;22:55:11;0;"2024"",""0"",""Erik ten Hag claims the best team did not win as he criticises VAR video: Erik ten Hag said 'football is not always the best team winning' after Manchester United's 2-1 defeat by West Ham. The home side were awarded a controversial late penalty that https://t.co/sY4jHIRNTJ https://t.co/0ZC1D1bzbV"",""1850672620007833790"",""https://pbs.twimg.com/media/Ga7o8L_bIAAXsWx.jpg"","""",""en"",""Jacksonville"",""0"",""0"",""0"",""https://x.com/JCPGATA/status/1850672620007833790"",""25858557"",""JCPGATA""";no-hate
"1850672575007101173,""Sun";Oct;27;22:55:00;0;"2024"",""4813"",""️ Anybody that is half-decent will beat this United team Gary Neville says Erik ten Hag is asking for trouble https://t.co/pm8TQVPeh8"",""1850672575007101173"",""https://pbs.twimg.com/media/Ga7K6YjWoAAz3O3.jpg"","""",""en"",""London"",""57"",""142"",""400"",""https://x.com/SkySportsPL/status/1850672575007101173"",""713993413"",""SkySportsPL""";no-hate
"1850672520585785680,""Sun";Oct;27;22:54:47;0;"2024"",""0"",""When do you THINK Erik ten Hag gets the sack?"",""1850672520585785680"","""","""",""en"",""Moise Kean Hive Owner. "",""0"",""1"",""0"",""https://x.com/kieranftbl/status/1850672520585785680"",""893850226292924416"",""kieranftbl""";hate
"1850672146047193328,""Sun";Oct;27;22:53:18;0;"2024"",""17"",""1 Win in the last 8 games and Erik ten Hag is still the coach of Man United? https://t.co/6TXih9dbHl"",""1850672146047193328"",""https://pbs.twimg.com/ext_tw_video_thumb/1850671950210662400/pu/img/7mVftZ_g6VhG-MJL.jpg"","""",""en"","""",""2"",""6"",""5"",""https://x.com/sportykachy/status/1850672146047193328"",""626584770"",""sportykachy""";no-hate
"1849873943907230083,""Sun";Oct;27;22:51:33;0;"2024"",""0"",""@RvN1776 @ManUtd Yes we are but first Erik ten Hag should be sacked immediately to forestall further embarrassment and mockery."",""1850671707096314333"","""",""RvN1776"",""en"",""Port Harcourt, Nigeria"",""0"",""0"",""0"",""https://x.com/BAdongoi12/status/1850671707096314333"",""1585105998"",""BAdongoi12""";hate
"1850561513599168979,""Sun";Oct;27;22:50:55;0;"2024"",""5"",""@TheEuropeanLad 1-0 West Ham United. THE DUTCH SUMMERVILLE HAS GIVEN THEM THE LEAD VS MANCHESTER UNITED !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ERIK TEN HAG IN TROUBLE ONCE AGAIN !!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/5tBnWFuPO0"",""1850671547301630382"",""https://pbs.twimg.com/ext_tw_video_thumb/1850650375684030464/pu/img/im9xGsKzldBiWm01.jpg"",""TheEuropeanLad"",""en"",""🏳️‍🌈 Backup: @FootballReprt2"",""0"",""0"",""0"",""https://x.com/FootballReprt/status/1850671547301630382"",""1435683763741147140"",""FootballReprt""";hate
"1850671395942138294,""Sun";Oct;27;22:50:19;0;"2024"",""0"",""What is the difference between Xavi and Erik Ten Hag?"",""1850671395942138294"","""","""",""en"",""Manila Philippines"",""0"",""0"",""0"",""https://x.com/DavidAondochir/status/1850671395942138294"",""906839136308514816"",""DavidAondochir""";no-hate
"1850670677466231013,""Sun";Oct;27;22:47:27;0;"2024"",""2439"",""️ Gary Neville: It s getting to that point where it ll become unbearable the pressure in this next week or two around Erik ten Hag. Just purely the position in the league they are 14th. Manchester United I mean it s Manchester United. He can t be 14th in the league. https://t.co/G3cPSJdVLk"",""1850670677466231013"",""https://pbs.twimg.com/media/Ga7nK63XMAAPqh1.jpg"","""",""en"","""",""20"",""90"",""164"",""https://x.com/mufcMPB/status/1850670677466231013"",""1245665630969384962"",""mufcMPB""";hate
"1850669913523781661,""Sun";Oct;27;22:44:25;0;"2024"",""0"",""Erik ten Hag definitely hiding away and blowing bubbles this evening https://t.co/7MNXQwU78I"",""1850669913523781661"",""https://pbs.twimg.com/tweet_video_thumb/Ga7meOQWMAEC66M.jpg"","""",""en"",""Kernow "",""0"",""0"",""0"",""https://x.com/imKernowyon/status/1850669913523781661"",""1489383486687518723"",""imKernowyon""";hate
"1850669447633150258,""Sun";Oct;27;22:44:00;0;"2024"",""0"",""@FabrizioRomano Any new news on Erik Ten Hag? @FabrizioRomano"",""1850669806149644353"","""",""FabrizioRomano"",""en"","""",""0"",""0"",""0"",""https://x.com/DeanHReilly1/status/1850669806149644353"",""1548010643512381440"",""DeanHReilly1""";no-hate
"1850669460547629274,""Sun";Oct;27;22:42:37;0;"2024"",""0"",""Man United boss Erik Ten Hag is once again under pressure after his side were beaten 2-1 by West Ham in Premier League action last night. This leaves the Red Devils 14th in the standings and just seven points off the relegation zone. #ManUtd #AstroEPL #AstroRadioNews https://t.co/IcgOXVNjgv"",""1850669460547629274"",""https://pbs.twimg.com/media/Ga7mDEibQAA4aK6.jpg"","""",""en"",""Malaysia"",""0"",""0"",""0"",""https://x.com/AstroRadioNews/status/1850669460547629274"",""3314811637"",""AstroRadioNews""";no-hate
"1850667984592757208,""Sun";Oct;27;22:36:45;0;"2024"",""0"","" Manchester United have won only 𝐎𝐍𝐄 game in their last 8 . Walls thinning for Erik Ten Hag #MUFC"",""1850667984592757208"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/sport_reportuk/status/1850667984592757208"",""1600254834665574415"",""sport_reportuk""";hate
"1850607127938957597,""Sun";Oct;27;22:27:24;0;"2024"",""1"",""@Jamie54411401 @ReRe416842 @JohnMcMah0n Arteta has played under Moyes and Wenger. And been right hand man to Pep. The fact he's decided to be Moyes Mk2 is hilarious. Bottled 2 leagues and won 1 Cup in 5 years after spending millions Erik ten Hag has a better legacy than Arteta "",""1850665630376096217"","""",""Jamie54411401"",""en"",""John Henry's Super Yacht"",""0"",""0"",""0"",""https://x.com/BigGobZippy/status/1850665630376096217"",""3784279575"",""BigGobZippy""";no-hate
"1850664767859593360,""Sun";Oct;27;22:23:59;0;"2024"",""1"",""No matter what tiktok/twitter tacticos say Xavi will NEVER be an upgrade on Erik ten Hag. I m happy he feels that way about us tho."",""1850664767859593360"","""","""",""en"",""Old Trafford 🏟️"",""1"",""1"",""0"",""https://x.com/TheCzechLad/status/1850664767859593360"",""1661416420167516191"",""TheCzechLad""";no-hate
"1850561733389123806,""Sun";Oct;27;22:23:50;0;"2024"",""0"",""@TenHagEra This situation isn t about the manager. These players haven t shown up with commitment regardless of who s in charge. We ve seen this pattern with van Gaal Mourinho Solskjaer Rangnick and now Erik ten Hag. It s been the managers who have taken the fall these years."",""1850664733625520437"","""",""AmorimEra_"",""en"",""Abuja, Nigeria"",""0"",""0"",""0"",""https://x.com/PearlAbuwaku/status/1850664733625520437"",""1037480010"",""PearlAbuwaku""";no-hate
"1850664005506896047,""Sun";Oct;27;22:20:57;0;"2024"",""0"",""#ErikTenHag never thought he was charismatic enough for #mufc but also think the clubs toxic trapped in Ferguson's shadow and could easily sack manager after manager and end up relegated. Seen that story before a long time ago now.."",""1850664005506896047"","""","""",""en"",""Yorkshire and The Humber, Engl"",""0"",""0"",""0"",""https://x.com/absyswfc/status/1850664005506896047"",""1743351642898968576"",""absyswfc""";hate
"1850663973261373472,""Sun";Oct;27;22:20:49;0;"2024"",""0"",""Erik ten Hag is one more defeat away from selling CBD oil on here with Aldo"",""1850663973261373472"","""","""",""en"",""Kensington Liverpool"",""0"",""0"",""0"",""https://x.com/Tommy_1972/status/1850663973261373472"",""49189866"",""Tommy_1972""";hate
"1850560934349074727,""Sun";Oct;27;22:20:06;0;"2024"",""0"",""@utdcynical Our fanbase deserves this"",""1850663793640275969"","""",""utdcynical"",""en"","""",""0"",""0"",""0"",""https://x.com/SabareeshwarT/status/1850663793640275969"",""1312287114445250563"",""SabareeshwarT""";no-hate
"1850663708349128887,""Sun";Oct;27;22:19:46;0;"2024"",""0"",""#Xavi sending a message to #MUFC board using his son. #ErikTenHag https://t.co/jEKzqnEziz"",""1850663708349128887"",""https://pbs.twimg.com/media/Ga7g1TwbsAAfMyk.jpg"","""",""en"",""Santa Cruz, CA"",""1"",""0"",""0"",""https://x.com/MarwanMezher/status/1850663708349128887"",""109226375"",""MarwanMezher""";no-hate
"1850663461820215595,""Sun";Oct;27;22:18:47;0;"2024"",""3"",""Manchester United after losing to Westham | There is a conspiracy against Erik Ten Hag he must not be Sacked he is doing well! https://t.co/x75DGUKbmG"",""1850663461820215595"",""https://pbs.twimg.com/amplify_video_thumb/1850663344883032064/img/iTKroQRpu944i6JV.jpg"","""",""en"",""Worldwide"",""0"",""2"",""1"",""https://x.com/Mrlinah1/status/1850663461820215595"",""1502831077739671556"",""Mrlinah1""";no-hate
"1850663114020155625,""Sun";Oct;27;22:17:24;0;"2024"",""1377"",""-Proper talent ID -Identical play style -Big trophy winner -Big game manager -Silky hair -AURA Sack Erik Ten Hag sign Xavi Hernandez. He is the truth. https://t.co/J5cnUqCwCd"",""1850663114020155625"",""https://pbs.twimg.com/media/Ga7gSyYWYAA4xgo.jpg"","""",""en"",""Dm for promos"",""36"",""160"",""75"",""https://x.com/utdhans/status/1850663114020155625"",""1539974218393145344"",""utdhans""";hate
"1850466027429060806,""Sun";Oct;27;22:15:54;0;"2024"",""0"",""@Kynsofficial This situation isn t about the manager. These players haven t shown up with commitment regardless of who s in charge. We ve seen this pattern with Ryan Giggs Louis van Gaal Jose Mourinho Ole Gunnar Solskjaer Ralf Rangnick and now Erik ten Hag."",""1850662733903003774"","""",""Kynsofficial"",""en"",""Abuja, Nigeria"",""0"",""0"",""0"",""https://x.com/PearlAbuwaku/status/1850662733903003774"",""1037480010"",""PearlAbuwaku""";no-hate
"1850659927494119556,""Sun";Oct;27;22:11:20;0;"2024"",""0"",""@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point."",""1850661587008250303"","""",""mufcMPB"",""en"",""Outside"",""0"",""0"",""0"",""https://x.com/CEOlalekanOlas/status/1850661587008250303"",""269301050"",""CEOlalekanOlas""";hate
"1850639859402297609,""Sun";Oct;27;22:09:20;0;"2024"",""0"",""@UnitedStandMUFC Yes well guess who recruited three of the midfield players ? Mr Erik Ten Hag. You know the manager that you would still rather keep ."",""1850661084786819290"","""",""UnitedStandMUFC"",""en"",""Saddleworth"",""0"",""0"",""0"",""https://x.com/graham_pitt/status/1850661084786819290"",""2710987491"",""graham_pitt""";no-hate
"1850571143100371369,""Sun";Oct;27;22:09:05;0;"2024"",""0"",""@Realisiah1 It s only a fool who doesn t change his mind and will throw this loss on Erik ten Hag!!"",""1850661022295822573"","""",""Realisiah1"",""en"",""Accra, Ghana"",""0"",""0"",""0"",""https://x.com/Ebo_Shyy/status/1850661022295822573"",""3343368856"",""Ebo_Shyy""";hate
"1850651108282180040,""Sun";Oct;27;22:07:07;0;"2024"",""1"",""@graham_pitt @markgoldbridge It's great to connect with Mr. Erik Ten Hag as well. How do you all know each other?"",""1850660525744832714"","""",""graham_pitt"",""en"",""Florida, USA"",""0"",""0"",""0"",""https://x.com/BajuShop2/status/1850660525744832714"",""1401212264"",""BajuShop2""";no-hate
"1850589921439887700,""Sun";Oct;27;22:03:56;0;"2024"",""0"",""@LVGsLegacy @ole_was_right The fans and club done the same with Erik ten Hag because he won the fa cup they said okay we need to keep him even though in other areas and metrics we were piss poor. So it isn't only about winning a final that proves progression. Every metric has to improve for progression"",""1850659722761756909"","""",""Live_United7"",""en"","""",""0"",""1"",""0"",""https://x.com/Live_United7/status/1850659722761756909"",""2651974003"",""Live_United7""";no-hate
"1850651108282180040,""Sun";Oct;27;22:03:54;0;"2024"",""1"",""@markgoldbridge Yes Have you met our manager Mark. Mr Erik Ten Hag !"",""1850659716872974680"","""",""markgoldbridge"",""en"",""Saddleworth"",""0"",""1"",""0"",""https://x.com/graham_pitt/status/1850659716872974680"",""2710987491"",""graham_pitt""";no-hate
"1850659022396940410,""Sun";Oct;27;22:01:09;0;"2024"",""6"",""Man Utd are paying the price for Erik ten Hag's rank incompetence ️ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn"",""1850659022396940410"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/iPaperSport/status/1850659022396940410"",""940523137288081408"",""iPaperSport""";hate
"1850658437086040471,""Sun";Oct;27;21:58:49;0;"2024"",""17"",""Two weeks ago after the scrappy win against Brentford I said it that if Man Utd was a serious club Erik ten Hag should be gone before Christmas. As a fresh secondary school leaver I started supporting Man Utd after the unprecedented treble feat in 1999. In my 25yrs of being a https://t.co/p77WWxFOdA"",""1850658437086040471"",""https://pbs.twimg.com/media/Ga7cCcTX0AE_BLG.jpg"","""",""en"",""(one place at a time)"",""0"",""7"",""9"",""https://x.com/olajideobe/status/1850658437086040471"",""190253305"",""olajideobe""";hate
"1850658388604002461,""Sun";Oct;27;21:58:38;0;"2024"",""3"",""Roma are going to sack their 2nd coach of the season after a stretch of poor results that has them in 11th place. But Manchester United who finished 8th last season and are currently in 14th place with a record of 3-2-4 are going to keep Erik Ten Hag. Small club."",""1850658388604002461"","""","""",""en"","""",""1"",""1"",""0"",""https://x.com/DonSarri/status/1850658388604002461"",""982333369382875136"",""DonSarri""";hate
"1850577088064954782,""Sun";Oct;27;21:58:38;0;"2024"",""0"",""@ManUtd Sack Erik ten Hag! He has overstayed his welcome "",""1850658388390109604"","""",""ManUtd"",""en"","""",""0"",""0"",""0"",""https://x.com/eric_sakyi88/status/1850658388390109604"",""1806632428099792896"",""eric_sakyi88""";hate
"1850657668652032279,""Sun";Oct;27;21:55:46;0;"2024"",""1"",""i m gonna kill myself in front of erik ten hag to change the trajectory of his life forever in hopes that the trajectory of manchester united football club will change"",""1850657668652032279"","""","""",""en"",""any pronouns | eng/中文/esp"",""0"",""0"",""0"",""https://x.com/akeriary/status/1850657668652032279"",""1572297548731129858"",""akeriary""";hate
"1850657597587697778,""Sun";Oct;27;21:55:29;0;"2024"",""2"",""Erik Ten Hag will gaslight Manchester United fans in his post-match comments after every match lost or drawn";no-hate
"1850657475495624968,""Sun";Oct;27;21:55:00;0;"2024"",""0"","" Will ten Hag see out the week? I can't see it... We could well see an interim period on the horizon for Ruud van Nistelrooy Shane Keegan feels as though the writing may be on the wall for Erik ten Hag | The Sunday Kickback on OTB w/ @williamhillire https://t.co/Y2nYOEHwbU"",""1850657475495624968"",""https://pbs.twimg.com/amplify_video_thumb/1850594943246757888/img/XeephdFQNgcu88Qk.jpg"","""",""en"",""🎙 - 📻 - 🎧 - 🎥"",""0"",""2"",""0"",""https://x.com/offtheball/status/1850657475495624968"",""401488459"",""offtheball""";no-hate
"1850638841641861565,""Sun";Oct;27;21:54:54;0;"2024"",""0"",""@JanAageFjortoft Lot of Britis in the comments section justifying the 20 second pen. Last week Norris only got a 5 second pen. Memory of a goldfish"",""1850657451433173459"","""",""JanAageFjortoft"",""en"","""",""0"",""1"",""0"",""https://x.com/SabareeshwarT/status/1850657451433173459"",""1312287114445250563"",""SabareeshwarT""";no-hate
"1850657425231413540,""Sun";Oct;27;21:54:48;0;"2024"",""0"",""The people that want Erik Ten Hag is sacked are the same set of people that put the Nigerian economy in a state of comatose. If Man united sack him how does he provide for his beautiful family? https://t.co/aEuv6Mhg0W"",""1850657425231413540"",""https://pbs.twimg.com/media/Ga7bHtQXgAAQbxU.jpg"","""",""en"",""Nigeria"",""0"",""0"",""0"",""https://x.com/izuplayspiano/status/1850657425231413540"",""219930450"",""izuplayspiano""";no-hate
"1850657115339186313,""Sun";Oct;27;21:53:34;0;"2024"",""0"",""Keep refreshing my feed waiting to see Erik less than Ten games Hag sacked "",""1850657115339186313"","""","""",""en"","""",""0"",""0"",""0"",""https://x.com/Adsyc92/status/1850657115339186313"",""1374856767130251283"",""Adsyc92""";hate
"1850654648950284648,""Sun";Oct;27;21:50:20;0;"2024"",""8"",""@UtdDistrict I will rather stick with Erik ten hag"",""1850656303451918765"","""",""UtdDistrict"",""en"",""🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿"",""0"",""6"",""0"",""https://x.com/kamal_ert/status/1850656303451918765"",""1465048358037327873"",""kamal_ert""";no-hate
"1850568678678647276,""Sun";Oct;27;21:48:31;0;"2024"",""1"",""@FabrizioRomano Erik Ten Hag should also play proper football to avoid this bad decision against him every week."",""1850655844968632395"","""",""FabrizioRomano"",""en"","""",""0"",""0"",""0"",""https://x.com/WeAreMbappe10/status/1850655844968632395"",""1692982136595234816"",""WeAreMbappe10""";hate
"1850568678678647276,""Sun";Oct;27;21:47:59;0;"2024"",""1"",""@FabrizioRomano Erik Ten Hag should also play proper football to avoid this bad decision against him every week."",""1850655708628582601"","""",""FabrizioRomano"",""en"","""",""0"",""0"",""0"",""https://x.com/WeAreMbappe10/status/1850655708628582601"",""1692982136595234816"",""WeAreMbappe10""";hate
"1850655612268429637,""Sun";Oct;27;21:47:36;0;"2024"",""0"",""Angry Erik ten Hag criticises VAR and referees after Man United beaten by West Ham penalty https://t.co/L9jw19irqh"",""1850655612268429637"","""","""",""en"",""Old Trafford"",""0"",""0"",""0"",""https://x.com/ManUtd_TSC/status/1850655612268429637"",""1840815491897589760"",""ManUtd_TSC""";no-hate
"1850655450582176161,""Sun";Oct;27;21:46:57;0;"2024"",""0"",""Erik Ten Hag is a husband. Erik Ten Hag is a father. Erik Ten Hag has a wife &amp";no-hate
"1850655380801470605,""Sun";Oct;27;21:46:40;0;"2024"",""1"",""Erik Ten Hag has also won against Arteta Klopp Pep does that mean he s better than them?"",""1850655380801470605"","""","""",""en"",""Nottingham, England"",""0"",""0"",""1"",""https://x.com/ITalks_/status/1850655380801470605"",""1162974384"",""ITalks_""";no-hate
"1850650642898899012,""Sun";Oct;27;21:27:51;0;"2024"",""0"",""Erik Ten Hag is a husband. Erik Ten Hag is a father. Erik Ten Hag has a wife &amp";no-hate
