
text,label
"Erik Ten Hag needs to be sacked. It s the start of his third season and United aren t competitive enough week-in week out when we have a more-than-capable squad (most of whom were signed by him). Being 14th place after 9 games is quite frankly unacceptable.""""",hate
" WE'RE GOING LIVE! #MUFC DROP MORE POINTS! | Ten Hag Must Go! | VAR DISGRACE! | WEST HAM 2-1 MAN UNITED | Match Reaction Watch here: https://t.co/ZFsoqi8o0T â° Going live NOW! #WHUMNU #ManchesterUnited #ErikTenHag https://t.co/UgsdrxVVnE""""",hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"if you really hear us sack erik ten hag and sell dalot.""""",hate
" The players wasted chances this isn't on Erik Ten Hag Well maybe if he didn't bin off footballs greatest ever goalscorer for two strikers who can't score then maybe we would score more goals Everything is on Erik Ten Hag #ETHOUT #MUFC""""",hate
"There is absolutely zero excuse and Ten Hag and @ManUtd need to take a leaf out of Forests book and grow a set of bollocks and call out the blatant bias that has been going on for the past few years. If they don't is another failure on Erik's part""""",no-hate
"Erik ten Hag keeps clinging on to his job at Manchester United but the pressure is never too far away from him and TT has broken down all the names in the mix to replace the Dutchman at Old Trafford. The Red Devils find themselves down in 14th place in the Premier League table.""""",no-hate
"Erik Ten Hag points out the injustice he has faced this season so far from the officials! #eriktenhag #manchesterunited #manutd #penalty #sportsinfofootball https://t.co/D44Nlxn4cJ""""",no-hate
"@Ic3Evaa I need his family to starve his son and everyone associated with SEG put in the nastiest North Korean prison Kees Vos Brent di Cesare and Erik ten Hag executed in front of a roaring crowd.""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"Las Las that thing wey INEOS dey try to avoid by all means go still happen. Erik Ten Hag your days are countful. https://t.co/lM9HevMXlo""""",no-hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"Erik Ten Hag is doing a commendable job at Manchester United! """"",no-hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"ERIK TEN HAG HAS LOST 18 OF HIS LAST 47 GAMES! WHY THE FUCK ARENT WE PROTESTING THROUGH THE STREETS!! HES DOING MORE DAMAGE TO OUR CLUB THAN THE FUCKING GLAZERS""""",hate
"Man Utd are paying the price for Erik ten Hag's rank incompetence ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"Erik ten Hag: In this moment definitely the luck is not on our side. Last season was not different but in the end we turned it around. We are so determined it will be the same again. #MUFC https://t.co/UJenOGOQf4""""",no-hate
"I am Erik Ten Hag in but my lord is it hard to defend him each week""""",no-hate
"If erik ten hag loves and respects himself he will leave this club alongside dalot.""""",no-hate
"@views09 We are not sacking Erik Ten hag""""",no-hate
"Manchester United should stick with Erik Ten Hag the results will come https://t.co/Y5bcIkACBL""""",no-hate
" Clear and obvious wasn't how the VAR worked their process - Erik ten Hag https://t.co/KLe1E82ZsX""""",no-hate
"Erik Ten Hag trying to coach Man Utd players https://t.co/Ubo5WBELyK""""",no-hate
"Erik ten Hag finds excuses for West Ham defeat but this should be last game says @RealKevinPalmer https://t.co/4OIFj7JLQ5""""",no-hate
"Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd""""",hate
"ï¸ Erik ten Hag: We have to deal with this frustration and disappointment. That's what we're going to do. We're strong. The staff is strong the players are strong and we're going to keep fighting for Man United starting on Wednesday. #MUFC https://t.co/N59sS758y0""""",no-hate
"Manchester United manager Erik ten Hag has criticised the VAR process used to award West Ham's winning penalty claiming Matthijs de Ligt's foul wasn't a clear and obvious error.""""",no-hate
"@MattP1Gallagher Norris gets a 5 seconds pen but max gets a 10 seconds pen. Bias????""""",no-hate
"Breaking Manchester United sacked Erik Ten hag #MUFC""""",no-hate
"Erik Ten Hag is the worst manager in the history of Manchester United. Sack him now. #TenHagOut https://t.co/2haDe86whz""""",hate
"Erik ten Hag: In this moment definitely the luck is not on our side. Last season was not different but in the end we turned it around. We are so determined it will be the same again. #MUFC https://t.co/UJenOGOQf4""""",no-hate
"@wealth_united_ This is Erik Ten Hag his beautiful daughter and lovely wife. Before you ask him to be sacked by Man Utd think about his family. How do you want him to put food on their table? Erik Ten Hag must stay. https://t.co/I34xxMd8yz""""",no-hate
"@TenHagBall_ man we're still playing like a shit this bald erik ten hag """"",hate
"Erik ten Hag Criticizes 'Unfair' VAR Call After Manchester United's Defeat Erik ten Hag expressing frustration after VAR call during the match against West Ham. https://t.co/yISktyXHlz""""",no-hate
" We were FAR better than the opponent injustice Erik ten Hag reacts to Manchester United's 2-1 defeat to West Ham https://t.co/3mfnpwYHIe | Pidom | Ibadan | Pastor Jerry Eze | Hausa | Seun Kuti | Northern Nigeria | Sabinus | Kano | TG Omori |Simon Ekpa | Mourinho |""""",no-hate
"Man Utd told to immediately sack Erik ten Hag as replacement named 'He's had his time' https://t.co/411m1J0WfH""""",hate
"Erik Ten Hag claimed Manchester United is hard beat after playing Jose Mourinho s FenerbahÃ§e. A fews days later he got exposed. https://t.co/jrnsLtM4Ne""""",no-hate
"Real Just that I m ranting on Twitter. Erik Ten Hag should leave please @ManUtd""""",hate
":Erik ten Hag: Three times this season we feel injustice. We have to score we created so many chances. We should've been two or three up. Second half we were forcing it but we allowed them into the game . #MUFC""""",no-hate
"@AliceTalksFooty I don't think the way Rashford was played changes the fact that the guy isn't at his best level because this same guy was perfectly used by Erik Ten Hag last two season ago and he(Rashford) got 40 g/a that season. Honestly I don't know what is wrong anymore.""""",no-hate
"ï¸ That's the third time I feel real injustice in the season Erik ten Hag on the penalty decision in the defeat against West Ham United. #MUFC #BBCPL""""",no-hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/MjazWjATrc""""",no-hate
"@ESPNFC Erik ten Hag slammed the process behind the controversial decision that saw Jarrod Bowen earn West Ham a 2-1 win over Man United in stoppage time """"",no-hate
"Erik ten Hag slams 'unfair and unjust' decision to award West Ham a penalty in Man United's defeat - as he tells officials to show 'big personality' when sent to the monitor by VAR https://t.co/k6MtR3Pu6H""""",no-hate
"@UTDAdi7 @FodenCTID It s October 2024 and you still back Erik ten hag adi.""""",no-hate
"I swear Erik Ten Hag's Man Utd cannot scrap 40 points this season. We're literally heading for a relegation battle. That's exactly what it is""""",hate
"Erik ten Hag mentality has begun to spread among the squad. We need to stop it before it gets out of hand. @ManUtd""""",no-hate
"Erik Ten Hag is not the reason for the problems in your life or at your football club. Know that and know peace""""",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
" Manchester United can confirm Erik Ten Hag has been relieved of his managerial duties and shot I await""""",no-hate
"So it s my club vs the best coach in the EPL (Erik Ten Hag) next! I m such a fan of his and I can t wait for Sunday to come quickly so that we can experience greatness âï¸ #ChelseaFC #CHENEW""""",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/x5XSBUAeIS""""",no-hate
"For those who somehow still have faith in Erik Ten Hag what exactly is the reasoning to why you keep faith with him? #MUFC https://t.co/sldXVeYMZt""""",no-hate
"@UTDKara Erik ten hag has nothing to offer that team anymore""""",hate
"@UtdShiv I just thought about it again - Erik Ten Hag will actually do well in another club. However with Manchester United there s so many factors involved""""",no-hate
"Erik Ten Hag reacts to West Ham defeat https://t.co/cZStBZaiW3 via @YouTube @M53Irons""""",no-hate
"I can't believe there are still sane individuals defending Erik ten hag""""",no-hate
"It's not about Erik Ten Hag.I think player don't like the Club and only Sign for the Money.They lose every game on purpose.""""",no-hate
"The more I think about it the more I realise Erik ten Hag is the perfect manager for the current Manchester United fanbase. He's a pure politician. He manipulates the masses into supporting his downright indefensible actions blinding their judgement. He should stay at #MUFC""""",no-hate
"Erik Ten Hag please oooo If you get any small shame you go hand in resignation tonight""""",hate
"Honestly how is Erik Ten Hag still in a job? Postecoglou will be gone soon too. It s almost like you need to have more than one game plan at that level As for the league I just can t look past Man City AGAIN""""",no-hate
"If erik ten hag loves and respects himself he will leave this club alongside dalot. Dalot as never been a good player""""",no-hate
"Erik ten Hag has struggled to implement a consistent tactical vision and his team's lack of cohesion and frequent defensive lapses raise serious concerns about his managerial effectiveness.""""",no-hate
"@Kynsofficial This is Erik Ten Hag his beautiful daughter and lovely wife. Before you ask him to be sacked by Man Utd think about his family. How do you want him to put food on their table? Erik Ten Hag must stay. Like this if you agree https://t.co/Fx3w2a1VYe""""",no-hate
"Erik Ten Hag claimed Manchester United is hard beat after playing Jose Mourinho s FenerbahÃ§e. A fews days later he got exposed. https://t.co/jrnsLtM4Ne""""",no-hate
"Erik ten Hag being sacked by November was on 99.9% of our bingo cards when he signed that 3 year contract in the summer. The only question is if he actually makes it to November at all. Surely United can't carry on like this for much longer. #MUFC""""",no-hate
" LIVE MAN UTD / WEST HAM PRESS CONFERENCES LIVE | Erik Ten Hag and Julen Lopetegui post-match press conferences | West Ham 2-1 Man Utd https://t.co/NWFPfwQElL https://t.co/x5XSBUAeIS""""",no-hate
" BREAKING NEWS: Manchester United have decided to sack Erik ten Hag. It will be made official tomorrow. Several candidates on the list more to follow. #MUFC https://t.co/gFDKT6bQel""""",no-hate
" NEW YOUTUBE VIDEO 'At the moment the LUCK IS NOT ON MY SIDE!' | Erik Ten Hag | West Ham 2-1 Man Utd https://t.co/jgSBu5FtGX https://t.co/bAZigBNI7Q""""",no-hate
"Kevin Palmer: Erik ten Hag finds excuses for West Ham defeat but this should be last game https://t.co/bh6x8Oty1r""""",no-hate
"Erik ten Hag: I spoke with [the officials]. But the decision is made. There's no way back and that's football. That's a third time I have felt injustice in the season and it has a big impact on our team and on our scores and where we are in the table. It's not right. #WHUMUN https://t.co/b3UVQQk8le""""",no-hate
"You can Sack Erik Ten Hag look at this beautiful family he's the bread winner https://t.co/LrlEcNZT50""""",no-hate
"We've gone: W-D-L in the first 3 games of this run My feelings are already clear and with FOUR home games in a row now if Erik Ten Hag can't win ALL these games then he can have no excuses and he should lose his job. 4 wins from 14 games is simply unacceptable. #MUFC #WHUMUN""""",hate
" Mission Relegation directed by Erik Ten Hag . Produced by bunch of clowns . #TenHagOut""""",hate
"-Proper talent ID -Identical play style -Big trophy winner -Big game manager -Silky hair -AURA Sack Erik Ten Hag sign Xavi Hernandez. He is the truth. https://t.co/J5cnUqCwCd""""",hate
"@FabrizioRomano Exactly my prediction 2:1 in the favor of West Ham so that Erik Ten Hag will be sacked""""",no-hate
"ERIK TEN HAG YOU WILL PERISH""""",no-hate
"@Phill_Sterling Erik ten Hag is responsible for this mediocrity.""""",no-hate
"Man United's 2-1 defeat at West Ham increases the pressure on Erik ten Hag. Who might be getting a call to replace him in the coming days/weeks? Find the latest odds to be United's next manager #MUFC #ManUtd #TenHag https://t.co/trtQMvy5FO""""",no-hate
"Erik ten Hag when United beat Barnsley 7-0 https://t.co/r8sBJPsHGl""""",no-hate
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"Erik ten Hag angry with VAR for interfering as West Ham penalty wounds Man Utd https://t.co/iOc1xBoJGV""""",no-hate
"This is my last tweet until Erik ten Hag gets sacked by Manchester United.""""",hate
"One win in their last 8 games #giveandgoal #MUFC #ManchesterUnited #manu #eriktenhag #tenhag https://t.co/7tIk8ZTGuF""""",no-hate
"Erik ten Hag being sacked by November was on 99.9% of our bingo cards when he signed that 3 year contract in the summer. The only question is if he actually makes it to November at all. Surely United can't carry on like this for much longer. #MUFC""""",no-hate
" Manchester United have won only ððð game in their last 8 . Walls thinning for Erik Ten Hag #MUFC""""",hate
"I think it's time to stop please. Manchester United needs an overhaul and Erik Ten Hag needs to leave please.""""",hate
"@kgailas Erik Ten Hag is doing wonders at Manchester United. I love him for them.""""",no-hate
"Erik Ten Hag please oooo If you get any small shame you go hand in resignation tonight""""",hate
"Erik Ten Hag after every game to those supporters who still want him at the club. #PremierLeague #ManchesterUnited #MUFC #WHUMUN #WestHamUnited https://t.co/ynukoxYirA""""",no-hate
"What is the difference between Xavi and Erik Ten Hag?""""",no-hate
"-Chelsea won vs Newcastle United -Arsenal draw with Liverpool at Emirates -Barcelona beating Real Madrid -Manchester United lost to West Ham -11 points in the first PL 9 games -Erik Ten Hag still the Man United manager Sometimes it is the hope that kills https://t.co/a3AmSbgRQd""""",no-hate
"@MerlinUnited Erik ten Hag asked for Harry Kane. He got two inexperienced youngsters instead. That's no criticism of the two youngsters but they are not ready to lead the line for title challenging side week in week out.""""",no-hate
"Erik ten Hag is not the man to lead Man Utd ï¸ @GARSIDEK #MUFC https://t.co/HEx9sFkNDn""""",hate
"Erik ten Hag mentality has begun to spread among the squad. We need to stop it before it gets out of hand. @ManUtd""""",no-hate
"JUST SEEN UNITED SCORE LOOOOOOOOOOOL FUCK YOUUUUUUU @ErikTenHag""""",hate
"ERIK TEN HAG YOU WILL PERISH""""",no-hate
"I just watched a video where someone said they should jail Erik ten hag this people too do abeg""""",hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"When do you THINK Erik ten Hag gets the sack?""""",hate
"Chelsea 2022/23 trenches season never started this poor. The mistake we made was sacking Tuchel and finished 12th that seaon. So Manchester United needs to learn from our mistakes and keep Erik Ten Hag while trusting the process. Rome was never built in a day.""""",no-hate
" Erik Ten Hag on the performance of his team: We created plenty of chances we won the game on xG so I am very pleased with the performance of my team. You can see we are progressing I am sure we will add to the two trophies we ve already won in the past two years https://t.co/TPCctY2b18""""",no-hate
"Erik Ten Hag was the only one to get the rightfully full supporting system from the board first ever.""""",no-hate
" Erik Ten Hag's Man United have WON Just 3 of Their 14 Games This Season in All Competitions. â¬ï¸ Only ONE WIN in Their LAST 8 Games in All Competitions. Erik Ten Hag is a shit¸The First Manager in Man United's History to LOSE 14 Games in a Single PL Season Ever. https://t.co/5yolBVKHZT""""",hate
"In a gripping twist of fate Erik ten Hag decries the injustice of Manchester United's heartbreak against West Ham's last-minute penalty. Dive into the latest football news and uncover the emotions that shape the game. Read more at https://t.co/btxltrmc3M""""",no-hate
"@ESPNFC Erik ten Hag slammed the process behind the controversial decision that saw Jarrod Bowen earn West Ham a 2-1 win over Man United in stoppage time """"",no-hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"Erik Ten Hag is working with the entire team for 24/7 and can't even teaches them not to giving away the ball easily and how to create a clear chance. It's time for something new.""""",no-hate
"@FabrizioRomano Erik Ten Hag should also play proper football to avoid this bad decision against him every week.""""",hate
"Man Utd news #ErikTenHag blames INJUSTICE for West Ham defeat https://t.co/JmR9oQwDOd""""",no-hate
"@RMCF_Jude Erik Ten Hag is good the main problems are the players they play like they are kids""""",no-hate
"Ten Hag blames 'injustice' but is poor finishing costing Man Utd?BusinessAutomation Ten Hag blames 'injustice' but is poor finishing costing Man Utd? https://t.co/tW4dz27FZu Manchester United boss Erik ten Hag says it feels unfair and unjust that his team lost after West Ha https://t.co/hUpVmq8Dpg""""",no-hate
"If Erik Ten Hag isn t gone by January Marcus Rashford needs to hand in a transfer request to save his career. I m being deadly serious. He s 27 soon and his best years are being pissed away by a manager who has seen how good he can be then chosen to nullify his talents.""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
" The players wasted chances this isn't on Erik Ten Hag Well maybe if he didn't bin off footballs greatest ever goalscorer for two strikers who can't score then maybe we would score more goals Everything is on Erik Ten Hag #ETHOUT #MUFC""""",hate
"Man Utd always seem to have some shit hit the fan even when Erik ten Hag gets it right. But for terrible finishing that game would've been won in the first half. Don't think I've ever been this confused about #MUFC #WHUMUN. https://t.co/QgYtQBWGpf""""",hate
"ï¸ Erik ten Hag: We feel an injustice there are so many things against us. We have to stick together and keep fighting. #MUFC https://t.co/jOGpJvJUHK""""",no-hate
"@mufcMPB Everyone is better than Erik Ten Hag. No one could be worse than him at this point.""""",hate
"Manchester United missed an open goal and conceded in stoppage time to lose 2-1 at West Ham in the Premier League piling more pressure on manager Erik ten Hag on Sunday. Read more: https://t.co/eK6WbC7DUo #GLNRSports https://t.co/6Qa1Rctsbl""""",no-hate
"Just sack Erik ten hag @ManUtd Things won't turn around 18 months it's been pure shit It's November in 2 weeks and we are 14th Sack him while there's time to save this season @INEOSGrenadiers @INEOS #mufc @SkySportsPL @FabrizioRomano @OmarBerrada""""",hate
"@ScholesEvilTwin No Erik ten Hag. They are steadily rebuilding the squad.""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"Erik ten Hag slams VAR after Premier League release statement on West Ham penalty decision https://t.co/T1nmgSkVav https://t.co/NbcvBsFeY6""""",no-hate
"@ManUtd Erik ten hag for life please He s doing a fantastic job""""",no-hate
"@ESPNFC Erik ten Hag criticizes the controversial process that led to Bowen's stoppage-time winner! #ManUnited #WestHam #PL""""",no-hate
"- Erik ten Hag on Diogo Dalot missed chance ï¸ It s not fair to pick one player.. #WHUMUN https://t.co/dAdTT4UZ6G""""",no-hate
"@NoodleHairCR7 Let it sink in that Erik ten hag is playing favoritism in football""""",no-hate
"@fidelityic Are you seriously comparing Hansi Flick with Erik Ten Hag? ETH needs to born 3-4 times to match Hansi Flick's ball """"",no-hate
"Man Utd always seem to have some shit hit the fan even when Erik ten Hag gets it right. But for terrible finishing that game would've been won in the first half. Don't think I've ever been this confused about #MUFC #WHUMUN. https://t.co/QgYtQBWGpf""""",hate
"@Crypto4bailout Erik ten hag must stay We stand with him""""",no-hate
"@UTDKara I'd reposted if only it says Erik Ten Hag is the worst coach in the world man is so poor Get him fired @INEOS""""",hate
"Pound for pound Erik Ten Hag is the worst coach in the league. His team gets outcoached and outclassed every damn time no matter the team. Damn Lopetegui got a win against Ten Hag. That's just terrible. Fvck all the missed chances in the first half it happens.""""",hate
"'You can't be 14th in the league after nine games': Gary Neville pinpoints when he thinks Erik ten Hag will be sacked with pressure becoming 'unbearable' after Man United lose again https://t.co/9iCO4DHOGA""""",hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"@MaritStensby I don't have an agenda against Erik ten Hag I just don't support him anymore. That is really unfair.""""",hate
"@kgailas Erik Ten Hag is doing wonders at Manchester United. I love him for them.""""",no-hate
"Again I asked what's the difference between Xavi and Erik Ten Hag? https://t.co/etTCwFpuYp""""",no-hate
"Manchester United Erik ten Hag Post-match Interview vs West Ham United Defeat 2-1 ï¸ London Stadium London Premier League #MUFC #WeAreUnited #GlorygloryManUnited #ErikAtTheWheel #PremierLeague @ManUtd @premierleague https://t.co/w9w0eI2Kuv""""",no-hate
"Sack Erik ten Hag strip Bruno of the Captain s armband sell Rashford and our problems will be solved by 90%. Everything is against us and these players aren t playing for ten Hag either. I ve never seen a game like this in years #MUFC""""",hate
"Gary Neville: It s getting to that point where the pressure will become unbearable in this next week or two around Erik ten Hag. [skysports] #MUFC https://t.co/LxM8pfECbV""""",no-hate
"ERIK TEN HAG HAS LOST 18 OF HIS LAST 47 GAMES! WHY THE FUCK ARENT WE PROTESTING THROUGH THE STREETS!! HES DOING MORE DAMAGE TO OUR CLUB THAN THE FUCKING GLAZERS""""",hate
"Erik Ten Hag please which one is we will keep fighting cos we are strong when you are not even fighting for anything as a Club.""""",no-hate
"Erik ten Hag Criticizes 'Unfair' VAR Call After Manchester United's Defeat Erik ten Hag expressing frustration after VAR call during the match against West Ham. https://t.co/yISktyXHlz""""",no-hate
"Erik ten Hag Criticizes VAR Decision In Manchester United's Controversial Loss To West Ham https://t.co/dCblgrs6Ws""""",no-hate
"@FabrizioRomano Any new news on Erik Ten Hag? @FabrizioRomano""""",no-hate
"I ll never forgive Erik ten Hag """"",hate
"@ManUtd Erik ten hag for life please He s doing a fantastic job""""",no-hate
"JUST SEEN UNITED SCORE LOOOOOOOOOOOL FUCK YOUUUUUUU @ErikTenHag""""",hate
"There is absolutely zero excuse and Ten Hag and @ManUtd need to take a leaf out of Forests book and grow a set of bollocks and call out the blatant bias that has been going on for the past few years. If they don't is another failure on Erik's part""""",no-hate
"@LFC I think we hired another Erik Ten Hag here Reds let's be honest... Being owned by Arsenal like this it's wild.""""",no-hate
"Erik ten Hag is one more defeat away from selling CBD oil on here with Aldo""""",hate
"@UTDKara @ManUtd One day just one day you will regret ever wanting Erik Ten Hag to be sacked. Bookmark this tweet. You English lots are so unreasonable.""""",no-hate
"@UTDAdi7 @FodenCTID It s October 2024 and you still back Erik ten hag adi.""""",no-hate
"What an appalling amount of money Utd have spent and got so little in return from. Erik Ten Hag has either made some horrendously poor transfer choices or he hasn't got the best out of them. For me there are some on that list that have been a massive flop Antony for one! #mufc""""",no-hate
"@MerlinUnited Erik ten Hag asked for Harry Kane. He got two inexperienced youngsters instead. That's no criticism of the two youngsters but they are not ready to lead the line for title challenging side week in week out.""""",no-hate
"Erik Ten Hag reacts to West Ham defeat https://t.co/cZStBZaiW3 via @YouTube @M53Irons""""",no-hate
"How should Manchester United react to a rocky start to the season? The NBC Sports Soccer crew discusses Erik ten Hag's future with the club. https://t.co/t6x0NVZg8X""""",no-hate
"Investors will be monitoring any potential sudden shift on Utd s share price this week.Any dramatic drop in the price of Utd s shares on the New York Stock Exchange could be a strong signal that Erik Ten Hag has been sacked as manager.He is now hanging onto his job by a thread.""""",no-hate
"@ManUtd When would the sledgehammer fall on Erik Ten Hag?""""",no-hate
"Just sack Erik Ten Hag now I don't mind RVN taking over""""",hate
"Erik Ten Hag is doing a commendable job at Manchester United! """"",no-hate
"ï¸ Anybody that is half-decent will beat this United team Gary Neville says Erik ten Hag is asking for trouble https://t.co/pm8TQVPeh8""""",no-hate
"@ManUtd checking @SkySportsNews every 10 minutes hoping to see Erik Ten Hag Sacked finally! Please please please @SirJimRatclife try anybody until end of the season as it's a write off again already. Even roy keane to scare them into shape and tell them how it is #TenHagMustGo""""",no-hate
"Erik ten Hag directed his anger towards the VAR process that awarded a pivotal late penalty to West Ham in #MUFC's 2-1 defeat in East London #WHUMUN https://t.co/bGjy7CC46V""""",no-hate
"So it is Xavi. Ooh my Erik ten Hag is gone! Ooh Manchester United https://t.co/i3CT6HGsED""""",hate
"Manchester United manager Erik ten Hag says West Ham United s late penalty award was an injustice . West Ham won a penalty after Matthijs de Ligt was judged to have fouled Max Kilman with Jarrod Bowen converting from the spot in the 92nd minute to give #WHUFC a 2-1 home win. https://t.co/4bf9CnOHjs""""",no-hate
"Erik ten Hag Criticizes 'Unfair' VAR Call After Manchester United's Defeat Erik ten Hag expressing frustration after VAR call during the match against West Ham. https://t.co/yISktyXHlz""""",no-hate
"I need someone to buy me an iPad so I can see Erik Ten Hag's Manchester united on the pl table""""",no-hate
"@LukeShawArmy Erik Ten Hag London Stadium is never an easy game and we should be proud of chances created. But you know we ve won two trophies in the past two years we are a winning mentality team """"",no-hate
"@metalmarkie How is Erik Ten Hag right now""""",no-hate
"-Proper talent ID -Identical play style -Big trophy winner -Big game manager -Silky hair -AURA Sack Erik Ten Hag sign Xavi Hernandez. He is the truth. https://t.co/J5cnUqCwCd""""",hate
"@MattP1Gallagher Norris gets a 5 seconds pen but max gets a 10 seconds pen. Bias????""""",no-hate
" Manchester United can confirm Erik Ten Hag has been relieved of his managerial duties and shot I await""""",no-hate
"One chance one goal. Erik Ten Hag's dipshits scored one goal from 150 chances in the previous game.""""",no-hate
"@ManUtd I deeply empathize with the person handling social media duties. It's difficult to find the right words to post after such a sorrowful day. It truly feels painful. Erik Ten Hag is the source and at heart of our frustration and pain. His stubbornness is baffling. The transition""""",hate
"Roma are going to sack their 2nd coach of the season after a stretch of poor results that has them in 11th place. But Manchester United who finished 8th last season and are currently in 14th place with a record of 3-2-4 are going to keep Erik Ten Hag. Small club.""""",hate
" WE'RE GOING LIVE! #MUFC DROP MORE POINTS! | Ten Hag Must Go! | VAR DISGRACE! | WEST HAM 2-1 MAN UNITED | Match Reaction Watch here: https://t.co/ZFsoqi8o0T â° Going live NOW! #WHUMNU #ManchesterUnited #ErikTenHag https://t.co/UgsdrxVVnE""""",hate
"Manchester United would have to pay up to Â£14million (â¬16.7m / $18.3m) to sack Erik ten Hag ... Better HE STAYS""""",hate
"Erik ten Hag finds excuses for West Ham defeat but this should be last game says @RealKevinPalmer https://t.co/4OIFj7JLQ5""""",no-hate
"@Nofacenocase38 @UTDEriksen When last did Manchester United won something before Erik ? And what was their position before he took over ?""""",no-hate
"For those who somehow still have faith in Erik Ten Hag what exactly is the reasoning to why you keep faith with him? #MUFC https://t.co/sldXVeYMZt""""",no-hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
"Should Manchester United sack Erik ten Hag following today s defeat? YES/NO? https://t.co/DaT5Cx0p4h""""",no-hate
" We were FAR better than the opponent injustice Erik ten Hag reacts to Manchester United's 2-1 defeat to West Ham https://t.co/3mfnpwYHIe | Pidom | Ibadan | Pastor Jerry Eze | Hausa | Seun Kuti | Northern Nigeria | Sabinus | Kano | TG Omori |Simon Ekpa | Mourinho |""""",no-hate
"Erik ten Hag bemoans 'unfair and unjust' West Ham penalty against Man Utd https://t.co/liGUk8VGZ9""""",no-hate
"Today's loss is solely on the players and not Erik Ten Hag...""""",no-hate
